,date,tmp0,title,tmp,tmp2,location,tmp23,tmp3,tmp34,tmp4,org_size,org_size_bucket,salary,tmp5,tmp6,experience,tmp7,tmp8,industry,tmp9,comments,tmp10,title_categories
220,9/9/2020 17:39:18,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,duluth,"Where:Duluth, GA",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,130000.0,Salary:130000,Experience:,,,,,,,,General Engineering
221,9/9/2020 18:00:19,Title:,"Director, Enterprise Architecture","Title:Director, Enterprise Architecture",Where:,detroit,Where:Detroit,No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,,,,,,,,Management and Leadership
222,9/10/2020 11:24:11,Title:,Program Manager,Title:Program Manager,Where:,seattle,Where:Seattle,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,,,,,,,,Management and Leadership
223,9/11/2020 11:50:02,Title:,software engineer,Title:software engineer,Where:,dc,Where:DC,Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,130000.0,Salary:130000,Experience:,,,,,,,,General Engineering
224,9/18/2020 19:44:50,Title:,Platform Engineer,Title:Platform Engineer,Where:,mclean,"Where:McLean, VA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,,,,,,,,General Engineering
225,9/19/2020 11:30:32,Title:,Sr softwares engineer,Title:Sr softwares engineer,Where:,st louis ,"Where:St louis , missouri",No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,9.0,Experience:9,Industry:,Biotechnology and pharmaceutical,Industry:Biotechnology and pharmaceutical,,3000,General Engineering
226,9/20/2020 0:47:48,Title:,Software Development Engineer,Title:Software Development Engineer,Where:,los angeles,"Where:Los Angeles, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,2.0,Experience:2,Industry:,Tech,Industry:Tech,,"About $100,000 In stock vesting over 4 years. Two sign-on payments of $45,000 and $30,000.",General Engineering
227,9/20/2020 8:14:11,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,detroit,"Where:Detroit, Mi",No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,8.0,Experience:8,Industry:,Finance,Industry:Finance,,Both,General Engineering
228,9/20/2020 8:45:29,Title:,Data Scientist,Title:Data Scientist,Where:,minneapolis,"Where:Minneapolis, MN",No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,1.0,Experience:1,Industry:,Trucking/Logistics,Industry:Trucking/Logistics,White male,0,Data
229,9/8/2020 22:38:09,Title:,Software Engineer,Title:Software Engineer,Where:,new york,"Where:New York, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,129000.0,Salary:129000,Experience:,,,,,,,,General Engineering
230,9/19/2020 16:52:41,Title:,Solution Architect,Title:Solution Architect,Where:,buffalo,"Where:Buffalo, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,128000.0,Salary:128000,Experience:,13.0,Experience:13,Industry:,Healthcare,Industry:Healthcare,,10% bonus,Management and Leadership
231,9/20/2020 10:11:11,Title:,Project Manager,Title:Project Manager,Where:,herndon,"Where:Herndon, VA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,127000.0,Salary:127000,Experience:,19.0,Experience:19,Industry:,Custom Software Development,Industry:Custom Software Development,,No,Management and Leadership
232,9/9/2020 22:11:45,Title:,Principle Software Engineer,Title:Principle Software Engineer,Where:,alexandria virgina dmv,Where:Alexandria Virgina (DMV),No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,125000.0,Salary:125000,Experience:,,,,,,,,General Engineering
233,9/10/2020 0:30:09,Title:,Senior Software Engineer Technical Lead,Title:Senior Software Engineer Technical Lead,Where:,laurel,"Where:Laurel, MD",No,Org Size:,> 5000,Org Size:> 5000,Salary:,125000.0,Salary:125000,Experience:,,,,,,,,General Engineering
234,9/10/2020 12:34:24,Title:,Engagement Manager,Title:Engagement Manager,Where:,philadelphia,"Where:Philadelphia, PA",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,125000.0,Salary:125000,Experience:,,,,,,,,Management and Leadership
235,9/19/2020 10:38:46,Title:,Product Manager,Title:Product Manager,Where:,fairfax,"Where:Fairfax, VA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,125000.0,Salary:125000,Experience:,3.0,Experience:3,Industry:,Health Tech,Industry:Health Tech,,10%,Management and Leadership
236,9/19/2020 11:06:13,Title:,Electrical Engineer,Title:Electrical Engineer,Where:,baltimore,"Where:Baltimore, MD",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,125000.0,Salary:125000,Experience:,4.0,Experience:4,Industry:,Defense Contractor,Industry:Defense Contractor,,,General Engineering
237,9/19/2020 16:16:31,Title:,Technical Support Engineer,Title:Technical Support Engineer,Where:,new york city,"Where:New York City, NY",No,Org Size:,11- 50,Org Size:11- 50,Salary:,125000.0,Salary:125000,Experience:,2.0,Experience:2,Industry:,Prop Tech (Real Estate),Industry:Prop Tech (Real Estate),,5000 options,Support
238,9/19/2020 16:49:30,Title:,Advanced Physicist,Title:Advanced Physicist,Where:,broomfield,"Where:Broomfield, Colorado",No,Org Size:,> 5000,Org Size:> 5000,Salary:,125000.0,Salary:125000,Experience:,12.0,Experience:12,Industry:,"Conglomerate, quantum computing","Industry:Conglomerate, quantum computing",,No,Unknown
239,9/19/2020 22:01:01,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,nyc,"Where:NYC, NY",Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,125000.0,Salary:125000,Experience:,5.0,Experience:5,Industry:,HR Software,Industry:HR Software,,25000,General Engineering
240,9/20/2020 8:25:04,Title:,Senior Product Designer,Title:Senior Product Designer,Where:,detroit,Where:Detroit,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,125000.0,Salary:125000,Experience:,20.0,Experience:20,Industry:,Automotive,Industry:Automotive,,Stock options,UX and Design
241,9/20/2020 10:09:10,Title:,Principal technologist,Title:Principal technologist,Where:,cleveland ohio,Where:Cleveland Ohio,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,125000.0,Salary:125000,Experience:,10.0,Experience:10,Industry:,Cloud infrastructure,Industry:Cloud infrastructure,,No,General Engineering
242,9/20/2020 11:07:55,Title:,software engineer II,Title:software engineer II,Where:,los angeles,"Where:Los angeles, CA",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,125000.0,Salary:125000,Experience:,3.0,Experience:3,Industry:,restaurant,Industry:restaurant,,35000,General Engineering
243,9/20/2020 12:28:43,Title:,Sr. Technical Operations Engineer,Title:Sr. Technical Operations Engineer,Where:,raleighdurham nc,Where:Raleigh-Durham NC,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,125000.0,Salary:125000,Experience:,9.0,Experience:9,Industry:,IP Licensing,Industry:IP Licensing,,"10% annual bonus, $30k stock 4yr vest",General Engineering
244,9/20/2020 16:42:00,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,nyc,"Where:NYC, NY",Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,125000.0,Salary:125000,Experience:,5.0,Experience:5,Industry:,HR Software,Industry:HR Software,,25000,General Engineering
245,9/20/2020 6:38:00,Title:,Senior Software Consultant,Title:Senior Software Consultant,Where:,indianapolis,"Where:Indianapolis, Indiana",No,Org Size:,11- 50,Org Size:11- 50,Salary:,124000.0,Salary:124000,Experience:,5.0,Experience:5,Industry:,Consulting,Industry:Consulting,,No,General Engineering
246,9/19/2020 10:44:17,Title:,Software engineer,Title:Software engineer,Where:,sunnyvale,"Where:Sunnyvale, CA",Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,122500.0,Salary:122500,Experience:,1.0,Experience:1,Industry:,Computer Software,Industry:Computer Software,,,General Engineering
247,9/9/2020 22:13:24,Title:,Data Scientist,Title:Data Scientist,Where:,seattle,"Where:Seattle, WA",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,122000.0,Salary:122000,Experience:,,,,,,,,Data
248,9/19/2020 22:26:21,Title:,Software Engineer III,Title:Software Engineer III,Where:,boston,"Where:Boston, MA",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,121950.0,Salary:121950,Experience:,7.0,Experience:7,Industry:,Education,Industry:Education,,"Awarded RSU stocks, and 10% bonus",General Engineering
249,9/20/2020 18:05:29,Title:,Security Engineer,Title:Security Engineer,Where:,frankfurt,"Where:Frankfurt, Germany",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,120000.0,Salary:120k €,Experience:,14.0,Experience:14,Industry:,Cloud Services,Industry:Cloud Services,,~3k€,Ops and Security
250,9/20/2020 15:22:53,Title:,Software Engineer,Title:Software Engineer,Where:,bellevue,"Where:Bellevue, WA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,120100.0,Salary:120100,Experience:,5.0,Experience:5,Industry:,Various,Industry:Various,,"800 stock options, $15k sign on bonus, 12% of salary annual bonus",General Engineering
251,9/19/2020 11:52:07,Title:,Senior front-end developer,Title:Senior front-end developer,Where:,charlotte,"Where:Charlotte, NC",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,120000.0,Salary:120000,Experience:,6.0,Experience:6,Industry:,Software development,Industry:Software development,,No,Front End
252,9/19/2020 16:49:21,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,atlanta,"Where:Atlanta, GA",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,120000.0,Salary:120000,Experience:,10.0,Experience:10,Industry:,Map Software (GIS),Industry:Map Software (GIS),"Company based out of Atlanta, GA, but I'm in Scioto County, OH (a very cheap place to live)",Survey-based performance bonuses,General Engineering
253,9/20/2020 0:47:09,Title:,React Developer,Title:React Developer,Where:,toronto,Where:Toronto,No,Org Size:,0 - 10,Org Size:0 - 10,Salary:,120000.0,Salary:120000,Experience:,3.0,Experience:3,Industry:,Skincare,Industry:Skincare,Highly competitive,None,Front End
254,9/20/2020 12:43:29,Title:,Staff Scientist,Title:Staff Scientist,Where:,colorado,Where:Colorado,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,120000.0,Salary:120000,Experience:,5.0,Experience:5,Industry:,Aerospace/Defense,Industry:Aerospace/Defense,,10%,Data
255,9/10/2020 13:33:05,Title:,Manager - Customer systems,Title:Manager - Customer systems,Where:,washington dc,Where:Washington DC,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,119000.0,Salary:119000,Experience:,,,,,,,,Ops and Security
256,9/10/2020 16:04:52,Title:,Software Engineer (Entry Level),Title:Software Engineer (Entry Level),Where:,mountain view,"Where:Mountain View, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,118000.0,Salary:118000,Experience:,,,,,,,,General Engineering
257,9/20/2020 0:01:06,Title:,"Senior UX Designer, Accessibility","Title:Senior UX Designer, Accessibility",Where:,washington,"Where:Washington, DC",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,118000.0,Salary:118000,Experience:,25.0,Experience:25,Industry:,Government contractors,Industry:Government contractors,,No,UX and Design
258,9/20/2020 9:06:05,Title:,Senior product manager,Title:Senior product manager,Where:,boston,"Where:Boston, MA",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,116000.0,Salary:116000,Experience:,7.0,Experience:7,Industry:,Agency,Industry:Agency,,5k,Management and Leadership
259,9/8/2020 22:32:12,Title:,Web Engineer,Title:Web Engineer,Where:,washington,"Where:Washington, DC",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,115000.0,Salary:115000,Experience:,,,,,,,,Full Stack
260,9/11/2020 22:44:16,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,denver,"Where:Denver, CO",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,115000.0,Salary:115000,Experience:,,,,,,,,General Engineering
261,9/19/2020 10:29:33,Title:,Senior Security Analyst,Title:Senior Security Analyst,Where:,sydney,"Where:Sydney, Nova Scotia, Canada",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,115000.0,Salary:115000,Experience:,20.0,Experience:20,Industry:,Cybersecurity,Industry:Cybersecurity,,Stocks,Ops and Security
262,9/19/2020 13:32:29,Title:,Software Engineer 1 ES,Title:Software Engineer 1 ES,Where:,seattle,"Where:Seattle, WA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,115000.0,Salary:115000,Experience:,1.0,Experience:1,Industry:,Retail,Industry:Retail,,Not this year. Typically 0-25%.,General Engineering
263,9/19/2020 14:08:58,Title:,Software engineer,Title:Software engineer,Where:,bay area,"Where:Bay Area, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,115000.0,Salary:115000,Experience:,0.0,Experience:0,Industry:,Fin tech,Industry:Fin tech,,10%,General Engineering
264,9/19/2020 14:33:05,Title:,Data analyst,Title:Data analyst,Where:,maryland,Where:Maryland,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,115000.0,Salary:115000,Experience:,4.0,Experience:4.5,Industry:,Tech,Industry:Tech,,Yes,Data
265,9/19/2020 17:39:25,Title:,Associate scientist,Title:Associate scientist,Where:,south san francisco,"Where:South San Francisco, CA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,115000.0,Salary:115000,Experience:,0.0,Experience:0,Industry:,Biotechnology,Industry:Biotechnology,"PhD in a related field required for this job, but not previous industry experience","$5000 in stock, bonus of up to 10% of salary",Data
266,9/11/2020 11:25:02,Title:,Software Engineer,Title:Software Engineer,Where:,boston,"Where:Boston, MA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,110000.0,Salary:110000,Experience:,,,,,,,,General Engineering
267,9/11/2020 17:16:41,Title:,Systems engineer II,Title:Systems engineer II,Where:,md,Where:MD,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,110000.0,Salary:110000,Experience:,,,,,,,,Ops and Security
268,9/19/2020 12:50:47,Title:,Full Stack Developer,Title:Full Stack Developer,Where:,orlando,"Where:Orlando, FL",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,110000.0,Salary:110000,Experience:,12.0,Experience:12,Industry:,Event planning,Industry:Event planning,,Yes,Full Stack
269,9/20/2020 8:16:04,Title:,iOS Developer,Title:iOS Developer,Where:,columbus,"Where:Columbus, OH",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,110000.0,Salary:110000,Experience:,7.0,Experience:7,Industry:,Food Delivery Services,Industry:Food Delivery Services,,Yes,Mobile
270,9/19/2020 18:09:33,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,hamilton,"Where:Hamilton, New Zealand",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,110000.0,"Salary:110,000NZD",Experience:,8.0,Experience:8,Industry:,Information Technology,Industry:Information Technology,,0,General Engineering
271,9/20/2020 4:06:01,Title:,Senior software engineer,Title:Senior software engineer,Where:,kyoto,"Where:Kyoto, Japan",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,10.0,Salary:10M¥ (95k$),Experience:,8.0,Experience:8,Industry:,IT,Industry:IT,,4M¥ over 3 years + ESPP. 10% annual salary per year bonus,General Engineering
272,9/9/2020 16:58:08,Title:,Vehicle Automation Tool Developer,Title:Vehicle Automation Tool Developer,Where:,metro detroit,"Where:Metro Detroit, Michigan",No,Org Size:,> 5000,Org Size:> 5000,Salary:,108680.0,Salary:108680,Experience:,,,,,,,,Ops and Security
273,9/19/2020 11:26:45,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,lehi utah,Where:Lehi Utah,No,Org Size:,> 5000,Org Size:> 5000,Salary:,108150.0,Salary:108150,Experience:,5.0,Experience:5,Industry:,Home Security,Industry:Home Security,,10% yearly bonus,General Engineering
274,9/10/2020 12:36:10,Title:,Software Engineer,Title:Software Engineer,Where:,san francisco,"Where:San Francisco, CA",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,108000.0,Salary:108000,Experience:,,,,,,,,General Engineering
275,9/19/2020 16:06:01,Title:,Security Engineer I,Title:Security Engineer I,Where:,cleveland,"Where:Cleveland, Ohio",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,107000.0,Salary:107000,Experience:,15.0,Experience:15,Industry:,Media,Industry:Media,,,Ops and Security
276,9/20/2020 9:51:35,Title:,Sr Business Analyis Consultant,Title:Sr Business Analyis Consultant,Where:,atlanta,"Where:Atlanta, GA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,107000.0,Salary:107000,Experience:,12.0,Experience:12,Industry:,Banking,Industry:Banking,,"10%, pension",Unknown
277,9/19/2020 10:42:56,Title:,Security Analyst II,Title:Security Analyst II,Where:,phoenix,"Where:Phoenix, Az",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,106000.0,Salary:106000,Experience:,14.0,Experience:14,Industry:,manufacturing,Industry:manufacturing,,3-5k,Ops and Security
278,9/20/2020 8:56:44,Title:,HSE and Facility Manager,Title:HSE and Facility Manager,Where:,menlo park,"Where:Menlo Park, California",No,Org Size:,> 5000,Org Size:> 5000,Salary:,106000.0,Salary:106000,Experience:,25.0,Experience:25,Industry:,Energy and Utilities,Industry:Energy and Utilities,Fired without cause from Sand Hill Road job when I was in untreated menopause. Looking for a job for three years. #metoo,"Total compensation 160,000",Management and Leadership
279,9/20/2020 8:50:02,Title:,Senior developer,Title:Senior developer,Where:,london,"Where:London, uk",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,105000.0,Salary:105000GBP/pa,Experience:,20.0,Experience:20,Industry:,Tech,Industry:Tech,,100000GBP,General Engineering
280,9/9/2020 0:12:58,Title:,Staff software engineer,Title:Staff software engineer,Where:,austin,"Where:Austin, Texas",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,105000.0,Salary:105000,Experience:,,,,,,,,General Engineering
281,9/10/2020 3:14:13,Title:,Staff software engineer,Title:Staff software engineer,Where:,austin,"Where:Austin, Texas",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,105000.0,Salary:105000,Experience:,,,,,,,,General Engineering
282,9/10/2020 17:30:35,Title:,Full Stack Engineer,Title:Full Stack Engineer,Where:,arlington,"Where:Arlington, VA",Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,105000.0,Salary:105000,Experience:,,,,,,,,Full Stack
283,9/12/2020 16:24:35,Title:,Staff software engineer,Title:Staff software engineer,Where:,austin,"Where:Austin, Texas",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,105000.0,Salary:105000,Experience:,,,,,,,,General Engineering
284,9/19/2020 12:29:29,Title:,Lead Android Engineer,Title:Lead Android Engineer,Where:,chicago,Where:Chicago,No,Org Size:,0 - 10,Org Size:0 - 10,Salary:,105000.0,Salary:105000,Experience:,5.0,Experience:5,Industry:,Music Ed,Industry:Music Ed,I had to take a 30k pay cut (startup shit) for 6 weeks and my stocks were tripled after that. I have a Mechanical and Aerospace Engineering degree from an ivy league and then self taught Android,120000 options,Mobile
285,9/20/2020 0:01:50,Title:,Designer,Title:Designer,Where:,washington,"Where:Washington, DC",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,105000.0,Salary:105000,Experience:,25.0,Experience:25,Industry:,Government,Industry:Government,,No,UX and Design
286,9/20/2020 15:15:06,Title:,Software engineer,Title:Software engineer,Where:,phoenix,"Where:Phoenix, AZ",No,Org Size:,> 5000,Org Size:> 5000,Salary:,105000.0,Salary:105000,Experience:,8.0,Experience:8,Industry:,Moving and Storage,Industry:Moving and Storage,,,General Engineering
287,9/10/2020 22:55:04,Title:,Associate software Engineer,Title:Associate software Engineer,Where:,washington dc,Where:Washington DC,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,103000.0,Salary:103000,Experience:,,,,,,,,General Engineering
288,9/11/2020 15:41:52,Title:,Associate software Engineer,Title:Associate software Engineer,Where:,washington dc,Where:Washington DC,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,103000.0,Salary:103000,Experience:,,,,,,,,General Engineering
289,9/19/2020 15:37:51,Title:,Software Engineer,Title:Software Engineer,Where:,des moines,"Where:Des Moines, IA",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,102000.0,Salary:102000,Experience:,7.0,Experience:7,Industry:,Grocery/Retail,Industry:Grocery/Retail,,8% @ Quarterly,General Engineering
290,9/20/2020 16:33:05,Title:,Senior sw developer,Title:Senior sw developer,Where:,telaviv,"Where:Tel-Aviv, Israel",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,100000.0,Salary:100k$/year,Experience:,7.0,Experience:7,Industry:,Ecommerce,Industry:Ecommerce,,None,General Engineering
291,9/19/2020 11:51:04,Title:,senior android Developer,Title:senior android Developer,Where:,london,"Where:London, UK",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,100000.0,Salary:100k GBP,Experience:,7.0,Experience:7,Industry:,tech,Industry:tech,,"20% annual bonus, 210k USD stock/4 years",Mobile
292,9/19/2020 13:39:45,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,toronto,Where:Toronto,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,100000.0,Salary:100k,Experience:,5.0,Experience:5,Industry:,Supply Management,Industry:Supply Management,,bonuses,General Engineering
293,9/20/2020 10:06:33,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,ann arbor,"Where:Ann Arbor, MI",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,100300.0,Salary:100300,Experience:,18.0,Experience:18,Industry:,Healthcare Software,Industry:Healthcare Software,"Parent company is much larger, I used the number of employees for the unit I'm in.",No,General Engineering
294,9/9/2020 0:10:36,Title:,Associate Software Engineer,Title:Associate Software Engineer,Where:,arlington,"Where:Arlington, Virginia",No,Org Size:,> 5000,Org Size:> 5000,Salary:,100000.0,Salary:100000,Experience:,,,,,,,,General Engineering
295,9/20/2020 8:20:28,Title:,Software Engineer,Title:Software Engineer,Where:,grand rapids,"Where:Grand Rapids, MI",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,100000.0,Salary:100000,Experience:,4.0,Experience:4,Industry:,Mental health,Industry:Mental health,,Yes,General Engineering
296,9/20/2020 9:34:36,Title:,Software Engineer,Title:Software Engineer,Where:,cleveland,"Where:Cleveland, OH",No,Org Size:,> 5000,Org Size:> 5000,Salary:,100000.0,Salary:100000,Experience:,6.0,Experience:6,Industry:,Finance,Industry:Finance,,Yes. Amount unknown.,General Engineering
297,9/20/2020 14:50:56,Title:,Software Engineer,Title:Software Engineer,Where:,bengaluru,"Where:Bengaluru, India",No,Org Size:,0 - 10,Org Size:0 - 10,Salary:,1.0,Salary:1.1 million INR per annum,Experience:,5.0,Experience:5,Industry:,Travel,Industry:Travel,,stocks,General Engineering
298,9/19/2020 16:39:55,Title:,Development manager,Title:Development manager,Where:,oxford,"Where:Oxford, UK",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,72500.0,Salary:£72500,Experience:,21.0,Experience:21,Industry:,Software products and projects,Industry:Software products and projects,No extras just salary,No,Management and Leadership
299,9/17/2020 9:24:52,Title:,Product Manager,Title:Product Manager,Where:,rural uk,Where:rural UK,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,60000.0,"Salary:£60,000",Experience:,,,,,,,,Management and Leadership
300,9/9/2020 4:13:52,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,cambridge,"Where:Cambridge, UK",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,47663.0,"Salary:£47,663",Experience:,,,,,,,,General Engineering
301,9/20/2020 8:27:40,Title:,Senior software engineer,Title:Senior software engineer,Where:,cardiff,"Where:Cardiff, UK",No,Org Size:,> 5000,Org Size:> 5000,Salary:,46000.0,Salary:£46k gross per annum,Experience:,10.0,Experience:10,Industry:,Finance,Industry:Finance,,3-5% bonus annually,General Engineering
302,9/20/2020 16:04:11,Title:,Software engineer,Title:Software engineer,Where:,london,Where:London,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,43500.0,"Salary:£43,500",Experience:,3.0,Experience:3,Industry:,Defence,Industry:Defence,,Na,General Engineering
303,9/9/2020 8:10:05,Title:,Data engineer,Title:Data engineer,Where:,london,"Where:London, UK",No,Org Size:,11- 50,Org Size:11- 50,Salary:,35000.0,Salary:£35000,Experience:,,,,,,,,Data
304,9/10/2020 16:11:18,Title:,Front end developer,Title:Front end developer,Where:,cardiff,"Where:Cardiff, United Kingdom",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,34000.0,Salary:£34000,Experience:,,,,,,,,Front End
305,9/20/2020 18:04:42,Title:,Senior Software Developer,Title:Senior Software Developer,Where:,vancouver,"Where:Vancouver, BC",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,107000.0,Salary:$CAD 107000,Experience:,3.0,Experience:3,Industry:,Social Media,Industry:Social Media,,"Yes but they have no value (private company), ~”$3k” per year",General Engineering
306,9/8/2020 23:17:27,Title:,Senior software engineer,Title:Senior software engineer,Where:,portland,"Where:Portland, OR",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,6000.0,"Salary:$6000/week 1099 (no benefits, pay all my own taxes)",Experience:,,,,,,,,General Engineering
307,9/9/2020 0:11:55,Title:,Software Engineer,Title:Software Engineer,Where:,austin,"Where:Austin, Texas",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,200.0,Salary:$200K base + $60K bonus + $300K stock/year,Experience:,,,,,,,,General Engineering
308,9/19/2020 11:26:07,Title:,Junior Instructor,Title:Junior Instructor,Where:,kernersville,"Where:Kernersville, NC",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,20.0,Salary:$20 per class session,Experience:,1.0,Experience:1,Industry:,Education,Industry:Education,"Teaching python, JavaScript, c, html, css to school aged kids. Lots of unpaid work like grading, setting up class, and planning",No,Management and Leadership
309,9/19/2020 11:33:01,Title:,Lead Engineer,Title:Lead Engineer,Where:,brooklyn,"Where:Brooklyn, NY",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,180000.0,"Salary:$180,000 annually",Experience:,3.0,Experience:3,Industry:,Database software,Industry:Database software,,~$750k in stock over 4 years (~$190k per year),General Engineering
310,9/19/2020 22:47:23,Title:,Lead Engineer,Title:Lead Engineer,Where:,brooklyn,"Where:Brooklyn, NY",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,180000.0,"Salary:$180,000 annually",Experience:,3.0,Experience:3,Industry:,Database software,Industry:Database software,,~$750k in stock over 4 years (~$190k per year),General Engineering
311,9/8/2020 23:56:13,Title:,"Manager, Automation Engineering","Title:Manager, Automation Engineering",Where:,portland,"Where:Portland, OR",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,170000.0,"Salary:$170,000/year",Experience:,,,,,,,,Management and Leadership
312,9/19/2020 16:54:27,Title:,Senior Infra Eng / Senior Backend Eng,Title:Senior Infra Eng / Senior Backend Eng,Where:,brooklyn,"Where:Brooklyn, NY (Remote) / Brooklyn, NY (Remote)",No,Org Size:,11- 50,Org Size:11- 50,Salary:,155000.0,Salary:$155k / $175k,Experience:,4.0,Experience:4,Industry:,Energy / Gaming,Industry:Energy / Gaming,Both companies are between 11-50 people,$30k total,Back End
313,9/9/2020 13:57:41,Title:,Lead Engineer,Title:Lead Engineer,Where:,washington dc,Where:Washington DC,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,155000.0,Salary:$155k,Experience:,,,,,,,,General Engineering
314,9/8/2020 22:50:02,Title:,Lead Software Engineer,Title:Lead Software Engineer,Where:,washington,"Where:Washington, D.C.",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,140000.0,"Salary:$140,000/year plus 10k quarterly bonus",Experience:,,,,,,,,General Engineering
